River Basin,Spill Hours
Rea Bk - conf Minsterley Bk to conf Pontesford Bk,72.15291666666667
Enborne (downstream A34 to Burghclere Brook),72.13541666666667
Stour (Middle d/s Pimperne Brook),71.78874999931577
Cradley Bk - source to conf Suckley Bk,71.74958333333333
Cottesbrooke Brook,71.33624999999999
Roseworthy Stream,71.32541666666667
Darwen - conf Roddlesworth to tidal,71.25
Fovant Brook,71.1354164359218
Valley Bk - source to conf R Wye,71.11458333333334
Bristol Channel Inner South,70.89553240451642
Leckhampstead Brook,70.75
Great Stour between Ashford and Wye,70.54125
Trenholme Stell from Source to River Wiske,70.46875
Mill Beck (Poaka Beck),70.42708333333333
Silverstone Brook,70.18875
Derwent US Bassenthwaite Lake,70.1625
Uck Upstream of Buxted,70.10625
Don from Source to Scout Dyke,69.54166666666667
Cam - Upper,69.45624918997783
Torr Bk,69.38041666666668
Ceiriog - confluence Dee to Teirw,69.36458333333333
Bow Bk - Shell to conf R Avon,69.21791666666667
Lower Roding (Loughton to Thames),69.19791666666667
Bradiford Water,69.09
Darwen - headwaters to conf Davy Field Bk,69.01166666666667
Morda - source to conf unnamed trib,68.95958333333333
Lower River Yealm,68.84041666666667
Tamar (River Ottery to River Lyd),68.64291666666666
Fivehead River,68.43789351907617
Corton Denham Stream,68.42083263958193
Bridgwater Bay,68.24654513900168
Lower River Fal,68.23666666666666
Abbey River,68.22000000000001
Ramsley Brook from Source to Carr-New Brook,68.09
Shutlanger Brook,68.0575
Adur East (Sakeham),67.92708333333333
Scandal Beck,67.89166666666667
The Gara,67.51583333333333
Blithe - Tad Bk to R Trent,67.45916666666666
Astley Brook (Irwell),67.41541666666667
Linnet,67.37583333333333
Dragley Beck,67.29083333333332
Lower River Ottery,67.25458333333333
Frome (Brist) - Bradley Bk to conf Floating Hbr,67.21848368093924
Duntz,67.10083333333334
Noe from Source to Peakshole Water,67.08916666666667
Tadnoll Brook (including Empool Bottom),67.01221064992569
High Hunsley to Arram Area,66.86458333333333
Aller Brook (Teign) - Lower,66.62625
Dolton Stream,66.625
Par River (Upper),66.59958333333334
Northumberland North,66.57398148146119
Wenning - Lower,66.48416666666667
Teign (Upper),66.40291666666667
Douglas - Upper,66.33375
Wear DS of Lumley Park Burn to Tidal Limit,66.30921296290035
Ouse from Slaugham to Ardingly Resevoir,66.10208333333334
Skerne from Source to Carrs,66.0850694444598
Alham,66.03888888856454
Tame - R Rea to R Blythe,65.96083333333334
Aln from Callaly Burn to Coe Burn,65.84414351855958
Ea Beck from Frickley Beck to the Skell,65.84375
Mole (Yeo to Burcombe Stream),65.75125
Whissendine Brook Catchment (trib of Langham Brook),65.73791666666666
Showley Brook,65.59291666666667
Lemon,65.51291666666667
Weaver (Dane to Frodsham),65.43
Honeybridge Stream,65.24625
Dikler (Wyck Rissington to Windrush) and Lower Eye (Rivers) and Chipping Norton Jurassic (GW),65.21875
Elstow Brook (US Shortstown),65.18833333333333
Tone Ds Taunton,65.09185972102568
Lyme Bay West,64.98291666666665
Cawthorne Dyke from Source to River Dearne,64.89583333333333
Bletchingdon Stream,64.75
Itchen,64.71583333333334
Tidebrook,64.55916666666667
Fulbeck Beck,64.55125
SOLWAY,64.19875
Bishopdale Bk from Source to R Ure,64.09375
Press Brook Catchment (trib of Amber),63.913333333333334
Kent - conf Sprint to tidal,63.89958333333333
Exe (Source to Quarme),63.827083333333334
Ayleston Brook,63.42
Blythe from Patrick Bridge to R Tame,63.305416666666666
PORTSMOUTH HARBOUR,63.25958333333333
Summerham Brook,63.06180555570609
Avon (Devon Tidal) and Sth Hams - Slapton,63.01291666666667
Slea,62.915405092592586
Scrase Bridge Stream at Haywards Heath,62.891666666666666
Brinkworth Brook,62.823958448760095
Cowage Bk - source to conf unnamed trib,62.7708333347764
Rawthey - Lower,62.74458333333333
GREAT OUSE,62.73
Tas (Head to Tasburgh),62.71249999999999
Ashby Brook (Source to Cherwell),62.57291666666667
Arun,62.30041666666667
Sence from Burton Brook to Countesthorpe Brook,62.175
Ferry Drain Catchment (trib of Trent),62.162083333333335
LANGSTONE HARBOUR,62.14916666666667
Carlton Brook from Source to River Sence,62.14458333333333
West Sedgemoor Main Drain,62.061111226714274
Padbury Brook (The Twins),62.05708333333333
Isle - Upper to conf Cad Bk,62.0131936320322
Trent from Fowlea Brook to Tittensor,61.975
Lowca Beck,61.831250000000004
Thistleton Brook,61.82
Sinderland Brook,61.80916666666667
Duddon Sands,61.79708333333333
Evenlode (Glyme to Thames),61.645833333333336
Back Drain and Sluice,61.61083333333333
Severn - conf R Worfe to conf R Stour,61.56791666666667
Aire from Malham Tarn to Malham Beck,61.541666666666664
Cam,61.509166666666665
Western Rother (Upstream Petersfield),61.40624999999999
Church Brampton Arm,61.35414351851852
Thornton/Dalby/Staindale from Source to the Syme,61.291666666666664
Skellingthorpe Main Drain,61.155
Metheringham Beck,61.12583333333333
River Blyth,61.02083333331393
Chelveston Brook,60.94791666666667
Dene - Butlers Marston to conf R Avon,60.88791666666667
Hull from Arram Beck to Humber,60.738749999999996
Bartley Mill Stream,60.6475
Itchen - conf R Stowe to conf R Leam,60.33333333333333
Anston Brook from Source to Ryton,60.312083333333334
Lower River Carnon,60.279583333333335
Kex Beck and the Laver,60.25
WESTERN YAR,60.11958333333333
The Foss,60.104166666666664
Cannington Bk - Lower,60.09444444312976
Bloxham Brook (Source to Sor Brook),59.760416666666664
Trym - source to conf R Avon (Brist),59.52986111078644
Wharfe from Park Gill Bk to Barben Beck/River Dibb,59.50125
South Tyne from Allen to North Tyne,59.4687731482627
Spodden,59.44166666666667
Tarrington Bk - source to conf R Frome,59.40625
Severn - Sundorne Bk to conf M Wenlock-Farley Bk,59.392916666666665
Somerhill Stream,59.214166666666664
Long Preston Beck,59.213750000000005
Wey (Shalford to River Thames confluence at Weybridge),59.19583333333333
CUCKMERE,59.18625
SEVERN UPPER,59.0625
Carrant Bk - source to conf R Avon,58.96083333333333
Parrett - headwaters to Broad River,58.93446759245853
Stour (Worcs) source to conf Smestow Bk,58.83541666666667
Umborne Brook,58.79375
Lee (from Luton to Luton Hoo Lakes),58.775416666666665
Avon - ClaycotonYelvertoft Bk to conf R Sowe,58.7475
Cudworth Dyke from Source to River Dearne,58.74666666666667
Soar from Thurlaston Brook to Sence,58.705
Wallington below Southwick,58.66541666666667
Waldron Ghyll,58.564166666666665
Sheffield Park Stream,58.365833333333335
Broad Rife,58.20875
Ludgershall Brook and Muswellhill Brook,58.104166666666664
Kenn,57.88999999999999
Epney Rhyne - source to conf R Severn Estuary,57.82791666666667
River Derwent,57.81708333330075
Hilden Brook,57.41791666666667
Burstow Stream,57.114583333333336
Ouse from River Ure to River Nidd,57.062916666666666
Derwent from Elvington Beck to River Ouse,56.760416666666664
Aylesbeare Stream,56.46958333333333
Holme Beck,56.4275
Swilgate - source to conf R Avon,56.26291666666667
WOOTTON CREEK,56.220416666666665
N Kelsey Beck Catchment (trib of Ancholme),56.07166666666667
Umber,56.06375
Low Gill (Crooks Beck),56.013333333333335
Longdike Burn Catchment (trib of Coquet),56.010381944463006
Aldford Brook,55.88541666666667
Crimple Beck from Park Beck to River Nidd,55.864583333333336
Tirle Brook - source to the conf River Swilgate,55.73125
Merriot Stream,55.72430555511528
Hollowell Arm of Spratton Brook,55.6575
River Tees Estury,55.590624999917054
Counter Drain (Manea and Welney IDB),55.416666666666664
Tuckmill Brook and tributaries,55.395833333333336
Cockhaise Brook,55.37083333333333
Ibstock Brook from Source to River Sence,55.341249999999995
Waldon,55.24166666666667
South Gwash,55.14625
Wistaston Brook,54.78541666666667
Oldbury Naite Rhine,54.6027777777781
Stanney Mill Brook,54.274166666666666
Woodsmill Stream,54.21166666666667
Winterbourne,54.15625
Wear from Beechburn Beck to Gaunless,54.01041666664241
Cundall Beck/Soppa Gutter Catch (trib of Swale),53.895833333333336
Greet Catchment (trib of Trent),53.88458333333333
Dove from Source to River Manifold,53.765
Wye - conf Walford Bk to Bigsweir Br,53.739583333333336
Taw (River Mole to Estuary),53.64458333333333
Marsham and Pannel Sewers,53.63458333333333
Lim,53.607499999999995
Humber estuary TRaC,53.389583333333334
Ock (to Cherbury Brook),53.38541666666667
Swindale Beck Great Musgrave,53.37583333333333
Copyhold Stream,53.34166666666667
Lin Dike from Source to River Aire,53.31958333333333
Idle from Maun/Poulter to Tiln,53.26125
Laceby Beck / River Freshney Catchment (to N Sea),53.21875
Dalby Brook Catchment (trib of Smite),53.067083333333336
Old River Brett,52.987500000000004
Dodham Brook (Yeo (Somset)),52.98541666554229
Don from River Loxley confl to  River Don Works,52.98041666666666
SWALE,52.95708333333334
Welland - conf Jordan to conf Langton Bk,52.78125
Car Brook from Source to River Don,52.760416666666664
Lower River Camel,52.72916666666667
Abbotsley and Hen Brooks,52.725833333333334
Glossop Brook (Long Clough Brook to Etherow),52.69583333333333
Thet (US Swangey Fen),52.510416666666664
Hurst Haven at Hailsham,52.45125
Itchen - source to conf with R Stowe,52.37166666666667
Relief Channel,52.307500000000005
Trent - Ford Green Bk to Fowlea Bk,52.13375
Small Bk,52.11708333333333
Lower Eden,52.096666666666664
Eggington Brook Catchment (trib of Trent),52.09166666666666
Heddon,52.05166666666667
Aln from Edlingham Burn to Tidal Limit,51.995682870321616
Rushyford Beck from Source to Woodham Burn,51.950740740690854
Woldgrift Drain,51.85416666666667
Roden - conf Sleap Bk to conf R Tern,51.812916666666666
Eridge Stream,51.78208333333333
Dipple Water,51.72
Willersley Bk - source to conf R Wye,51.5625
Winterton Beck from Source to the Humber,51.47915509259258
Worth from Bridgehouse Beck to R Aire,51.38875
Brompton Bk from Source to Newton Bk,51.114583333333336
Stowlangtoft Stream,51.0925
Ouse Burn from Source to Tyne,51.048877314810106
Went from Source to Hoyle Mill Stream,50.90958333333334
Fleet Brook,50.864583333333336
Seeley Bk - source to conf Bow Bk,50.86291666666667
Whitelake,50.85416666659876
Barnsley Canal,50.802083333333336
Stroom Dyke Catchment (trib of Smite),50.71958333333333
Skeeby/Holme/Dalton Bk from Source to River Swale,50.697916666666664
Lambwath Stream from Source to Foredyke Stream,50.64583333333333
By Brook (Broadmead Bk to Doncombe Bk),50.61875000062719
Deerness from Source to Hedleyhope Burn,50.61864583326678
Browney from Deerness confl to Wear,50.41633101845218
Langley Bk and Westholme Bk frm Sudburn Bk to Tees,50.307511574050295
Bottesford Beck Catchment (trib of Trent),50.21875
Burn from Leighton Beck to River Ure,50.145833333333336
Torridge (Lew to Estuary),50.06583333333333
Wreigh Burn from Netherton Burn to Coquet,49.994849537004484
WYRE,49.94125
Willow Brook Catchment (trib of Soar),49.92333333333333
Lambrok Str - source to conf R Biss,49.86052083307004
Skerne form Woodham Burn to Demons Beck,49.753958333349146
Poolstock Brook,49.667500000000004
Whiston Bk,49.57416666666666
Skerne from Demons Beck to Tees,49.53240740728506
Rother from Redleadmill Brook to Spital Brook,49.479166666666664
Millwood Brook Catchment (trib of Poulter),49.468333333333334
Lam Brook,49.40997685205366
Claydon Brook,49.3925
Eller Brook,49.365
Woodbridge Bk - source to conf Charlton Str,49.32499999959691
The Cam R source to conf Glos and Sharpness Canal,49.279583333333335
Nene - conf Brampton Branch to conf Ise,49.25498842592592
The Fleet Upper Catchment (trib of Trent),49.17541666666666
Crowton Brook,49.12166666666666
North Level Main Drain,49.06791666666667
Rothley Brook Catchment (trib of Soar),49.05291666666667
Dalton Beck to North Sea,49.03126157404275
Pow Maughan Beck,49.02291666666667
Torne from Ruddle to St Catherine's Well Stream,48.967499999999994
Aldbrough Beck from Forcett Park Catch to Clow Bk,48.91576388887188
Lod,48.873333333333335
Gog Bk - source to conf R Avon,48.82958333333334
River Lyne,48.790011574092205
Worfe - conf Wesley Bk to conf R Severn,48.74041666666667
Dickleburgh Stream,48.65625
Winster,48.61416666666667
East Looe River,48.57208333333333
Upper River Mere,48.532916666666665
Tillingham,48.51291666666667
Benny Stream,48.50625
Rye from River Seph to Holbeck,48.48624999999999
Hipper from Source to River Rother,48.42375
Wymondham Brook Catchment (trib of Langham Brook),48.413333333333334
Crowdundle Beck - Lower,48.270833333333336
Nut Brook Catchment (trib of Erewash),48.20125
Browney from Source to Pan Burn,48.12447916675592
Wallsend Burn (Trib of Tyne),48.093749999992724
Middleton on the Wolds and Watton Beck,47.78125
Tortworth Bk - source to conf R LIttle Avon,47.76668089970917
Kent Ditch,47.76375
Newton Bk - source to conf R Avon (Brist),47.68749976778781
Derry Brook,47.684027546216385
Hillylaid Pool - Tidal Wyre,47.66833333333334
Essex,47.66
"Red Beck, Source to Calder and Hebble Navigation",47.632083333333334
Chertsey Bourne (Virginia Water to Chertsey),47.572916666666664
Langford Brook (Bicester to Ray inc Gagle Brook),47.5625
Seaton Burn from Source to Tidal Limit,47.55504629613978
"Fleet Marston Brook, Denham Brook,  Pitchcott Brook west",47.510416666666664
Grimethorpe Dike from Source to River Dearne,47.260416666666664
North Soak Drain Catchment (trib of Torne/Three Rivers),47.196250000000006
West Looe River,47.182500000000005
Upper Yeo (Creedy),47.15708333333333
Bere Stream,47.103399768420786
Black Sewer,47.032916666666665
North Wey (Alton to Tilford) and Alton Chalk,46.96875
Till (Witham),46.91166666666667
The Tham,46.89583333333333
Churnet from Consall to River Dove,46.88666666666667
Culvery River,46.84166666666667
Upper River Lyd,46.725833333333334
Grace Dieu Brook Catchment (trib of Black Brook),46.66166666666667
Bielby Beck from Source to Pocklington Beck,46.63541666666667
Don from River Don Works to River Rother,46.53125
Medina,46.45625
Mully Brook,46.41125
Adur East (Goddards Green),46.30375
Upper Clyst,46.29541666666667
Caldew d/s Caldbeck,46.19291666666666
Whelpo (Cald) Beck,46.19125
Leam - conf R Itchen to conf R Avon,46.125
Huddersfield Broad Canal,45.71541666666667
Thames (Evenlode to Thame),45.68083333333333
Eller beck from Source to Murk Esk,45.510416666666664
Fonthill Stream,45.47065972210112
Nunningham Stream,45.42666666666666
Ecclesborne Catchment (trib of Derwent),45.11333333333334
Loddington Arm (Ise),44.947916666666664
Sence from Countesthorpe Brook to Soar,44.89416666666667
Corry Brook,44.867916666666666
Kenwith Stream,44.85333333333333
Churnet from Meerbrook to Leekbrook,44.73083333333333
Mole (Hersham to R. Thames conf at East Molesey),44.635416666666664
How Burn from Source to Blyth,44.583344907383434
Norfolk East,44.540416666666665
Broadway-Badsey Bk - source to conf R Avon,44.46875
Old Stell Catchment (trib of Bedale Beck),44.4375
Gallos Brook,44.375
Lowther (Upper),44.361250000000005
Irthing DS Crammel Linn Waterfall,43.99
Cong Burn from Source to Twizell Burn,43.985625000059954
Endon Bk,43.95375000000001
POOLE HARBOUR,43.941450463178626
Burniston Beck/Sea Cut/Scalby Beck Catch to N Sea,43.901666666666664
Beaulieu,43.790416666666665
Fenham Burn Catchment (to N Sea),43.77082175924443
Friars Gate Stream,43.65291666666667
Middle Kennet (Hungerford to Newbury),43.59166666666667
Eller Beck from Haw Beck to River Aire,43.55208333333333
Sapiston,43.53125
Pont Pill,43.50083333333333
Shortbridge Stream,43.15708333333333
Crimdon Beck from Source to Sea,43.00350694447597
Devon from Cotham to Trent,42.98041666666667
Bedale/Newton/Burton Bk from Source to Brompton Bk,42.916666666666664
Chess Stream,42.76583333333334
Bow Bk - source to Lett's Mill,42.67375
Roch (Source to Spodden),42.61666666666667
Mid Medway from Hartfield to Eden Confluence,42.605
Skell from River Laver to River Ure,42.56166666666667
Wagtail Bk - source to conf R Stour (Warks),42.511250000000004
Wyre - conf R Brock to tidal,42.45375
Stretford Bk - source to conf R Arrow,42.44791666666667
Colne Water - Trawden Bk to Wanless Water,42.39458333333333
Devon from Source to Smite,42.365
Test - conf Dun to Tadburn Lake,42.29291666666666
Corfe River,42.2424517373438
Glyme (Dorn confluence to Evenlode),42.239583333333336
Bray (Mole to Hole Water),42.107083333333335
Cowfold Stream,42.04666666666667
Bow Brook (Bramley to Sherfield Green),41.6875
Stoke Golding Brook from Source to R Sence,41.660833333333336
Byne Bk - source to conf Quinny Bk,41.63041666666667
Sutton Benger Bk - source to conf R Avon (Brist),41.54791666678648
Trib of Syd Brook,41.54625
Great Langdale Beck,41.5
Thames (Cookham to Egham),41.39041666666667
Dove from Source to Hodge Beck,41.385416666666664
Alt  DS Bull Bridge,41.23125
Black Brook (Mersey Estuary),40.971250000000005
Barlings Eau,40.72916666666667
Bow Brook (Pamber End to Bramley),40.65708333333333
Valley Brook (Englesea Brook to Weaver),40.64541666666666
Thorpe Brook Catchment (trib of Eye),40.636250000000004
Bobs-Holbeche Bk - source to conf Smestow Bk,40.557916666666664
Southern Stream,40.55125
Sherway,40.55041666666667
Clackers Bk - source to conf R Avon (Brist),40.54166666632955
Shreen Water (including Ashfield Water),40.39790509171871
Rattlesden River (u/s confluence with Gt. Finborough),40.37833333333334
Shire Brook,40.281666666666666
Hebden Water from Widdop Beck to R Calder,40.132083333333334
Carrs from Source to Skerne,40.09436342604022
Dibbinsdale Brook and Clatter Brook,40.071666666666665
Dover Beck Catchment (trib of Trent),40.03916666666667
West Beck Upper,40.03125
Stowe - source to conf R Itchen,40.02708333333333
Bledington Brook (Source to Evenlode),39.84375
Fowey (Upper),39.52166666666667
Swarland Burn Catchment (trib of Coquet),39.4632754628401
Haltwhistle Burn from Source to South Tyne,39.4114351852113
Willow Beck Catchment (trib of Wiske),39.32291666666667
Valley Brook (Source to Englesea Brook),39.30166666666667
Leith,39.29875
Black Dyke (trib of Ancholme),39.260416666666664
Barton Beck from Source to Clow Beck,39.25195601861924
Waveney (Starston Brook - Ellingham Mill),39.18208333333333
Pinsley Bk - source to conf R Lugg,39.083333333333336
Cock Beck Catchment (trib of Wharfe),39.05708333333333
Ribble (Long Preston to Stock Beck),38.97833333333333
East & West Fen Drains,38.925
Swalecliffe Brook,38.920833333333334
Leven from Source to Tame,38.89579861105449
CHRISTCHURCH HARBOUR,38.86587893601245
Sow - Brockton Bk to Doxey Bk,38.78208333333333
Sketchley Brook from Source to River Anker,38.775416666666665
Wood Brook Catchment (trib of Soar),38.72125
Broughton Brook,38.625
Stor,38.59375
Hooborough Brook from Source to River Mease,38.58875
Ehen (lower),38.56
Broughton Beck,38.530833333333334
South Wey (Haslemere to Bordon),38.40958333333334
Blue House Gill,38.4003356481262
Nene - conf Whilton Branch to conf Brampton Branch,38.37915509259259
Cranleigh Waters,38.291666666666664
Hamps from Source to R Manifold,38.245000000000005
Sudburn Beck from Source to Langley Beck,38.15635416668374
Dulas Bk - source to conf R Dore,38.15625
Romney Marsh between Appledore and West Hythe,38.11333333333334
Hatfield Waste Drain Catchment (trib of Torne/Three Rivers),38.10458333333334
Finham Bk - conf Canley Bk to conf R Sowe,38.07666666666667
Gwindra Stream,37.99458333333333
Frome - source to conf Maiden Bradley Bk,37.98749953693914
Noleham Bk - source to conf R Avon,37.755833333333335
Frome Dorset (Headwaters),37.72083333426417
Gilwiskaw Brook from Source to River Mease,37.669583333333335
Birdforth/Green's Bks Catch (trib of Swale),37.617916666666666
Ford Brook from Source to River Tame,37.615833333333335
Tresillian River (Lower),37.587916666666665
Old Durham Beck from Source to Pittington Beck,37.583622685247974
Scorton Beck from Source to River Swale,37.53125
Wem Brook from Source to River Anker,37.46541666666667
Costa Beck from Source to Pickering Beck,37.30208333333333
Newmill Channel downstream of A28,37.06333333333333
Pevensey Haven,37.05583333333333
Wansbeck from Font to Bothal Burn,37.050196759235405
Morland Beck,37.005
Isbourne - source to conf R Avon,37.002916666666664
Manchester Ship Canal,36.79708333333333
Nene - headwaters to conf Whilton Branch,36.75
Blackburn Brook from Source to River Don,36.638333333333335
Great Stour between A2 and West Stourmouth,36.60333333333333
Ouse Dyke Catchment (trib of Trent),36.538333333333334
"Arrow - Spernall Hall Fm, Studley to conf R Alne",36.5225
Blackwater (Combined Essex),36.465833333333336
Avon (Warks) - source to Claycoton-Yelvertoft Bk,36.446250000000006
Westrop Brook,36.4375
Swale from Muker Beck to Clapgate Beck,36.333333333333336
Upper Eden,36.31333333333333
Bitham Bk - source to conf Biss Bk,36.20069444496767
Whilton Branch - Upper,36.102916666666665
Ehen (upper including Liza),36.07833333333333
Lady Burn to north Sea,36.07153935183305
Careys Bk - source to conf R Severn,36.05958333333333
Bradwell Stream,35.931666666666665
Chilton Brook,35.81666666666667
Micker (Norbury) Brook,35.505833333333335
Tickerage Stream,35.47833333333333
Upper Rother Five Ashes to Coggins Mill Stream,35.36333333333333
"Kennet and Avon Canal, summit to Copse Lock",35.36
BEAULIEU RIVER,35.34166666666666
Little Hallingbury Brook,35.28125
Lower River Lew (Torridge),35.25958333333333
Herrington Burn from Source to Lumley Park Burn,35.22847222227801
Westbury Bk - source to mouth,35.16833333333334
Eden - Scandal Beck to Lyvennet,35.1025
Ray and tributaries NorthEast of Grendon Underwood,35.03125
Test - conf Dever to conf Anton,34.965833333333336
TWEED,34.95312500001472
Stour (Worcs) - conf Smestow Bk to conf R Severn,34.92875
Kilton Beck from Source to Middle Gill Beck,34.91447916670586
Barden Mill Stream,34.766666666666666
Lyde Bk - source to conf Wellow Bk,34.67430474453431
Kent Water,34.615833333333335
River Tame,34.579166666666666
Snakescroft Bk,34.57666666666667
Medway at Maidstone,34.49458333333334
Tilgate Brook and Gatwick Stream at Crawley,34.40625
Bow Brook North,34.40137719899212
Leven from Tame to River Tees,34.39041666675621
Cong Burn from Twizell Burn to Wear,34.35416666674428
Ray (Wiltshire) source to Lydiard Brook,34.333333333333336
Greatham Beck Catchment (trib of Tidal Tees),34.28442129633913
Nafferton Beck from Source to  to Driffield Canal,34.208333333333336
Tenpenny Brook,34.145833333333336
Sherford River,34.10009062543395
Alt,34.067499999999995
Wensum DS Norwich,33.91833333333334
Bottisham Lode - Quy Water,33.87375
Ashburn,33.86416666666667
Cumbria,33.85041666666667
Dove,33.63333333333333
Cherwell (Source to Trafford Bridge),33.583333333333336
Cinderford Bk - source to conf Blackpool Bk,33.38375
Somer,33.34791666768433
Brunton burn from Source to N Sea,33.30208333332121
Mole (Bray to Yeo),33.25416666666667
Barton Brook,33.24151620370367
Ouzel US Caldecote Mill,33.224583333333335
Walverden Water,33.15208333333333
Brampton Branch - Upper,33.151250000000005
Boldings Brook,33.13791666666667
Frome - Ebley Mill to conf R Severn,33.05708333333334
Sutton Bingham Stream - conf Closworth Str to conf Yeo,33.05069455986086
Sleek Burn / Hepscott Burn Source  to Tidal Limit,33.00391203703475
Chalfield Brook - source to conf Avon,32.94236111171631
Bucknall Catchwater,32.91375
Edleston Brook,32.75875
Fowlea Brook from Source to River Trent,32.7325
Darklands Brook Catchment (trib of Trent),32.53916666666667
Ings/Carr/Thurnscoe Dikes from Source to Dearne,32.510416666666664
Arun Horsham,32.352916666666665
Layer Brook,32.072916666666664
Dene - source to Butlers Marston,32.025416666666665
Cod Beck from Spital Beck to River Swale,31.979166666666664
Washford - Lower,31.973935068592255
Driffield Navigation,31.972083333333334
Brislington Bk - source to conf R Avon (Brist),31.940972221884294
Hart (Crondall to Elvetham),31.75
Markeaton Brook from  Mackworth Brook to Derwent,31.742083333333333
Mackworth Brook Catchment (trib of Markeaton Brook),31.732499999999998
Potwell Trib,31.718333333333337
NEWTOWN RIVER,31.693333333333335
Cherwell (Ashby Brook to Cropredy),31.6875
Peover Eye,31.6
Allen Brook(Maiden brook),31.44166666604724
Whitsleigh Down Brook,31.399583333333332
Lugg - conf R Arrow to conf R Wye,31.375
Ellington Brook,31.305416666666666
Calder (Wyre),31.303333333333335
Scothern Beck,31.291666666666668
North Beck Catchment (trib of Trent),31.265
Poulshot Str - source to conf Summerham Bk,31.211874883847486
Hyndburn Brook - Lower,31.199166666666667
Tees Estuary (S Bank),31.102881944462975
Tributary of Teise at Bedgebury,31.02166666666667
Dorset / Hampshire,31.004312499007987
Enborne (Source to downstream A34),30.989583333333332
Tuxford Beck Catchment (trib of North Beck),30.879583333333333
Powdermill Stream,30.862916666666663
Till from Glen to River Tweed,30.767337962897727
Swarbourn Catcment (trib of Trent),30.727916666666665
Ellen (upper),30.724583333333335
West Glen - conf West Glen trib to conf East Glen River,30.677083333333336
Crouch (A129 - Wickford),30.639583333333334
Rivelin from Source to River Loxley,30.56125
Finchetts Gutter,30.559166666666666
Ea Beck from the Skell to River Don,30.517500000000002
Sence - Ibstock Bk to R Anker,30.502499999999998
Bugbrooke,30.394166666666667
North Walsham and Dilham Canal (disused),30.3125
Bartley Water,30.245416666666667
Moor Ditch and Ladygrove Ditch,30.229166666666668
Knighty Brook,30.105
THAMES UPPER,30.10375
Milshaw Beck from Source to Low/Wortley/Pudsey Bks,30.09
Bin Brook,29.979166666666668
Borle Bk - source to conf R Severn,29.965833333333336
Bothal Burn Catchment (trib of Wansbeck),29.916608796316723
Quorn Brook Catchment (trib of Soar),29.91208333333333
Hog Dyke,29.874166666666667
Siston Bk - source to conf R Avon (Brist),29.813194442940585
Wandle (Croydon to Wandsworth) and the Graveney,29.799166666666668
South Burn to confluence with Wear,29.755034722133132
Yorkshire South,29.732083333333335
South Beck,29.71083333333333
"Tang Hall Bk/Old Foss Bk catch, trib of River Foss",29.668333333333333
Pudding Bk - source to conf R Avon (Brist),29.63471064803889
Lavenham Brook,29.58
Lower Till,29.572916666666668
Eye Brook,29.54498842592592
Leach (Source to Thames),29.46875
Blythe from Source to Cuttle Brook,29.337083333333336
Bure (Scarrow Beck to Horstead Mill),29.214583333333334
Ive,29.09875
Hilton Claverley Bk - source to conf Stratford Bk,29.027083333333337
Scotley Brook,28.962500000000002
Tame (Oldbury Arm) - source to conf R Tame (Wton Arm),28.925833333333333
Pocklington Beck from Bielby Bk to River Derwent,28.885416666666668
North Sea,28.875231481477872
Wansbeck from Bothal Burn to North Sea,28.84825231479772
Alconbury and Brampton Brooks,28.833333333333332
Hooke,28.82291608709056
Exe (Creedy to Estuary),28.814166666666665
Piercebridge Beck from Source to Tees,28.80976851847663
Mole (Taw to Bray),28.73375
Tutt Catchment (Trib of Ure),28.604166666666668
Shaw Brook,28.5925
Cut (Binfield to River Thames confluence) and Maidenhead Ditch,28.491666666666667
Broad Beck from Source to Cod Beck,28.47583333333333
Little Compton Brook and tributaries (Source to Evenlode),28.46875
Wye - Bredwardine Br to Hampton Bishop,28.4375
Repton Brook Catchment (trib of Trent),28.389166666666664
Hampshire Avon (East) and Woodborough Stream,28.327754629142873
Wid (Ingatestone Hall - Margaretting Hall),28.2625
Kingsey Cuttle Brook and tributaries at Thame,28.239583333333332
Saredon Brook from Source to River Penk,28.23625
Holton Brook and tributaries,28.197916666666664
Potterspury Brook,28.15625
Simonswood Brook,28.099166666666665
Crooked Oak,28.07625
Saltergill Beck Catchment (trib of Tees),28.03126157400402
Kilton Beck from Middle Gill Beck to North Sea,28.030902777791198
ORWELL,27.982499999999998
Preston Bagot Bk - source to conf R Alne,27.916666666666668
Lower Caen,27.910833333333333
Pocklington Beck from Source to Bielby beck,27.840416666666666
Beachampton Brook,27.760416666666668
Skelton Beck Catch (Saltburn) trib of North Sea,27.73888888883812
Owlands Wood Dyke from Source to Hodscok Brook,27.70375
Lothingland Hundred,27.697916666666668
The Skell from Source to Ea Beck,27.645833333333332
Stour (u/s Wixoe),27.447916666666668
Petteril d/s Blackrack Beck,27.419166666666666
Pyford Brook Catchment (trib of Trent),27.369166666666665
Wootton Brook,27.23040509259259
Dow Brook,27.21833333333333
Bewl,27.19291666666667
Colne (Confluence with Chess to River Thames),27.104166666666668
Oakenshaw Beck from Source to River Calder,26.958333333333332
Pow Beck (Wampool),26.908749999999998
Middle Culm,26.8775
Limden,26.83666666666667
Mole - Leatherhead to Hersham,26.832500000000003
Parrett - Lopen Bk to R Isle,26.820833333214978
Tees,26.776944444412948
Hyndburn,26.77541666666667
Fiddington Brook,26.726817130118434
Loach Brook,26.72458333333333
ADUR,26.704583333333336
