River Basin,Spill Hours
Parrett - R Yeo to West Sedgemoor Drain,5.718749884334102
Rivacre Brook,5.692083333333334
Arrow - conf Gilwern Bk to conf R Lugg,5.6875
Danes Dyke,5.66375
Baker Lane Brook Catchment (trib of Leen),5.66
Burn,5.659583333333334
Dowlish Brook,5.640972222550772
Ock and tributaries (Land Brook confluence to Thames),5.625
Whittle Burn Catchment (trib of Tyne),5.601388888888898
Chet,5.535416666666666
Embleton Burn form Source to N Sea,5.528981481482333
Humbleton Beck Catchment,5.520833333333333
Tern - conf R Roden to conf R Severn,5.46875
Tern - conf Bailey Bk to conf R Meese,5.4504166666666665
Jackmoor Brook,5.435833333333334
Somerby Brook Catchment (trib of Langham Brook),5.420833333333333
Walland Marsh/RMC (Iden to Appledore),5.414583333333333
DEBEN,5.4125
Waveney (u/s Frenze Beck),5.385416666666667
Ings Goit from Source to Burneston Beck,5.385416666666666
Lower River Cober,5.37125
East Okemont River,5.325
Coldcoats Burn Catchment (trib of Pont),5.3229166666424135
N Tyne from Source to Lewis Burn,5.32262731481751
Elmley Castle - source to conf R Avon,5.3012500000000005
Angarrack Stream,5.298333333333333
Lam Bk - source to conf R Avon (Brist),5.261111110819911
Anker - source to Wem Bk,5.257916666666667
Checkley Brook - Upper,5.25125
Hevingham Watercourse,5.25
Ouse from Source to River Ure,5.25
Great Dalby Brook Catchment (trib of Wreake),5.19
New Burn (Trib of Tyne),5.1805555555555545
Spixworth ( and  Dobbs) Beck,5.1674999999999995
Dub Beck,5.1154166666666665
"Peckmill Brook, Hoolpool Gutter at Ince Marshes.",5.10375
South Low from Haggerston Bridge to N Sea,5.062337962917809
Potto Beck Catchment (trib of Leven),5.061331018550845
Kearsley Bk,5.04875
Auburn Beck from Source to North Sea,4.966666666666667
Baldhorns Brook,4.947916666666667
WEY,4.928969907443388
Worton Str - source to conf Semington Bk,4.904166667023674
Whitstable Bay,4.892916666666666
Ulley Brook from Source to River Rother,4.88875
Rother between Coggins Mill Stream and Etchingham,4.882916666666667
Leadon - source to conf Preston Bk,4.8475
Fleet Drain,4.833333333333334
Snails Bk - source to conf Kilmersdon Str,4.761805554764578
Footherley Brook from Source to Black-Bourne Brook,4.757083333333333
Brackies Burn to catchment (trib of South Tyne),4.752951388887595
Long Clough Brook,4.738333333333333
Picknall Bk catchment (trib of Dove),4.664166666666667
"Rochdale Canal, eastern section",4.645833333333334
Stour (Wixoe - Lamarsh),4.6375
Fromus,4.635416666666667
Neachley Bk - source to conf Burlington Bk,4.632916666666667
Salmon Brook upstream Deephams STW,4.614583333333333
Culford Stream,4.614583333333333
Hardshaw (Windle) Brook,4.61125
Stank Beck catchment (trib of Wharfe),4.597083333333333
River Test Chalk,4.581666666666666
Little Avon - Ozleworth Bk to conf Tortworth Bk,4.575
Sheldon Stream,4.57125
Churnet from Endon Brook to Consall,4.538333333333333
Tributary of Back Stream (Tone Catchment),4.527197104594961
Rennington Burn from Source to N Sea,4.509710648140754
North Beck Drain,4.50625
Beer Hackett Stream,4.475694444314286
Sutton Brook,4.465833333333333
Dick Bk - source to conf R Severn,4.4591666666666665
Alt DS Bull Bridge,4.400833333333334
Whilton Branch - Lower,4.395833333333333
WELLAND,4.340833333333333
Kent North,4.332083333333333
Waskerley Beck from Source to Wear,4.322916666598758
Stoke Bk - source to conf Bradley Bk,4.315844907454448
Welland - conf Greatford Cut to tidal,4.314583333333333
Branscombe Stream,4.3116666666666665
Claverdon Bk - source to conf R Alne,4.29625
Hawthorn Burn from Source to North Sea,4.281250000058208
Oswestry Bk,4.2716666666666665
Folly River (including Werrington and Marholm Brooks),4.260416666666667
Hampshire Avon (West),4.227083333200426
Welton Le Wold to Louth Catch (trib of Lud),4.21875
Hadley Bk - source to conf R Salwarpe,4.187916666666667
Ford Green Brook from Source to R Trent,4.1225
Bremere Rife,4.115
Coddenham Watercourse,4.083333333333333
Meese - Outflow Aqualate Mere to conf R Ter,4.079583333333333
Red Strine - source to conf R Strine,4.065833333333333
Derwent from Nookton Burn to Burnhope Burn,4.059814814827405
Rib (from confluence with Quin to Lee Navigation),4.041666666666667
Blyth (Laxfield - Hevingham Hall),4.041666666666667
Arley Brook (Source to Gale Brook),4.027916666666667
Whitehall Dyke at Harbledown,4.02625
Wyre (Tidal),4.00125
Upper Dun,3.9895833333333335
West Brook,3.9895833333333335
Garden City Drain,3.979166666666667
Perry - source to conf Common Bk,3.97125
Selby Dam from Conf. Fox Dike and Carr Dike to Ouse,3.9499999999999997
Marston Brook cathment (trib of Dove),3.93375
STOUR (KENT),3.9124999999999996
Haverings Grove Brook,3.8645833333333335
Beanhill Brook source to shawbirch B4394,3.8175000000000003
Mill Dike from Source to Bishop Dike,3.78125
Forge (Kidd) Brook,3.774583333333333
FAVERSHAM CREEK,3.749166666666667
The Syme form Source to Thornton,3.739583333333333
Laughton Drain Catchment (trib of Trent),3.71875
Tern - conf R Meese to conf R Roden,3.717083333333333
Little Beck/May Beck catchment (trib of Esk),3.705
Uck at Uckfield,3.70375
THAMES LOWER ,3.6999999999999997
Rye from River Seven to River Derwent,3.6979166666666665
Deben (u/s Brandeston Bridge),3.671666666666667
Alne - source to conf Preston Bagot Bk,3.625833333333333
Lestraines River,3.617083333333334
Eye from Source to Langham Brook,3.6066666666666665
Idle from Tiln to  Ryton,3.578333333333333
Arclid Brook,3.5620833333333333
Gipping (through Stowmarket),3.5416666666666665
Taw Estuary,3.5416666666666665
Rase from Market Rasen to Bishopbridge,3.5416666666666665
Ellerton Bk - source to conf R Meese,3.5237499999999997
Skerne from Carrs to Woodham Burn,3.49106481482886
Wey (Tilford to Shalford),3.4895833333333335
Cairn Beck,3.4808333333333334
Chapel Brook,3.450833333333333
Sulham Brook,3.4404166666666662
Gowy and tribs (Source to Milton Brook),3.4250000000000003
Bishopton Beck from Source to Billingham Beck,3.419398148158507
Ormesby Beck to River Tees,3.4166666666496894
Bydemill Brook (Source to Thames),3.392916666666667
Purwell,3.3708333333333336
Trent from River Sow to Moreton Brook,3.37
Yazor Bk - source to conf R Wye,3.3645833333333335
Calder and Hebble Navigation (river and canal sections),3.3470833333333334
Chater - Lower,3.3333217592592588
The Foss Catchment (trib of Wharfe),3.3320833333333333
Bailey Bk - source to conf R Tern,3.3266666666666667
Doxey Bk - source to R Sow,3.3166666666666664
Wey,3.3131944445412955
Gwash,3.3083333333333336
Lukely Brook,3.2975
Leven,3.266666666666667
Exe (Quarme to Haddeo),3.2587499999999996
Tributary of the Brede at Westfield,3.234583333333333
Cogshall Brook,3.223333333333333
Skirden Beck,3.2137499999999997
Conder,3.1875
Mangerton Brook,3.1805555554674356
Sandsend Beck/Mickley Bk from Source to North Sea,3.1354166666666665
Tamar (River Lyd to River Inny),3.0991666666666666
Doncombe Bk - source to conf By Bk,3.09374999969441
Coxbridge Brook( Brue),3.088888888793008
Newton Beck from Source to Staithes Beck,3.0833333333333335
Rea - source to conf Farlow Bk,3.06125
Albrighton Bk - source to conf R Worfe,3.0525
Cound Bk - conf unnamed trib to conf unnamed trib,3.0508333333333333
"Stort and Navigation, Harlow to Lee",3.041666666666667
Swan (Swanage),3.029861111222999
Wheelock (Source to Kidsgrove Stream),3.029166666666667
Bedale/Newton/Burton Bk - Brompton Bk to Rand,3.0208333333333335
Austen Dyke Catchment (trib of Wreake),2.9995833333333333
Amble,2.9920833333333334
River Blyth Estury,2.9895833333357587
Sapey Bk - source to conf R Teme,2.97875
 ,2.945
Hodder - conf Croasdale Bk to conf Easington Bk,2.9279166666666665
Grindle Brook,2.92375
Lark - Fynn (d/s confluence),2.916666666666667
Ormsgill Reservoir,2.87625
Boultham Catchwater Drain,2.8645833333333335
Rudhall Bk - source to conf R Wye,2.864583333333333
Chacombe Brook (Source to Cherwell),2.8541666666666665
Nadder (Upper),2.8444444447231945
Wiske from Trenholme Stell to River Swale,2.8020833333333335
Whitewater,2.7941666666666665
Stirchell Brook,2.7888888888192014
Moors,2.76666666703386
Tach Bk - source to conf R Avon,2.76375
Tributary of Waveney,2.7604166666666665
Dorn (Source to Glyme),2.7083333333333335
Longton Bk - source to R Trent,2.669583333333333
Poise Brook,2.65125
Tributary of River Uck north of Uckfield,2.6370833333333334
Crouch (Upper) - u/s A129,2.6354166666666665
Bolney Sewer,2.6354166666666665
Ash Brook (Source to Darley Brook),2.6325
Balderton drain,2.5833333333333335
Mere Bk - source to conf Pool Bk,2.5608333333333335
Hawke Brook from Source to Doe Lea,2.552083333333333
Colne Essex,2.5495833333333335
BLYTH (S),2.549166666666667
Monks Brook,2.5479166666666666
Corve - conf Seifton Bk to conf R Teme,2.5395833333333333
Gannel (Lower),2.53375
Luzborough Lane Stream,2.5329166666666665
Spittle/Bulmer/Ings Becks catch (trib of Derwent),2.51375
Ledwyche Bk - source to conf Dogditch Bk,2.5116666666666667
Westford Stream,2.5111111110963975
Marazion River,2.5054166666666666
Calder from River Colne to River Chald,2.4895833333333335
Foulsham Tributary,2.48875
Audlem Brook,2.4720833333333334
Hook Norton Brook (Source to Swere),2.4583333333333335
Browney from Deerness confl to Wear Water Body,2.4473032407407636
Hawstead Tributary,2.4270833333333335
Chisnall Brook,2.4258333333333333
Piddle (Lower),2.416666666715173
Coghill Beck Catch (trib of Ure),2.4166666666666665
Lands End to Trevose Head,2.4133333333333336
Ter,2.40625
Hale/Mill Bourne (Bagshot to Addlestone Bourne confluence near Chobham),2.40625
Hele Bk,2.3958333331975155
Lark (Abbey Gardens to Mildenhall),2.3854166666666665
Weaver (Source to Marbury Brook),2.3833333333333333
Upper Cranny Brook,2.3808333333333334
Derwent - headwaters to conf Stonethwaite Beck,2.3645833333333335
Canley Bk - source to conf with Finham Bk,2.3495833333333334
Cotgrave Brook Catchment (trib of Polser Brook),2.3191666666666664
Bydemill Bk - source to conf RIver Avon (Brist),2.3159722220007097
Virginia Water,2.3154166666666667
Lonco Bk - source to conf R Meese,2.31125
Cuttle Brook Catchment (trib of Trent),2.307916666666667
Great Stour between Wye and A2,2.30375
Sherbourne - source to conf R Sowe,2.2604166666666665
Sherford Stream,2.2569444447217393
Crinnis River,2.248333333333333
Lanivet Stream,2.2404166666666665
Old Howe/Frodingham Beck to R Hull,2.2395833333333335
Kettleby Beck,2.208333333333333
Dash Beck,2.1675
Chelmer (u/s Gt. Easton),2.1666666666666665
Hartlebury Bk - source to conf R Severn,2.1595833333333334
Henlow Brook,2.1445833333333333
Glenridding Beck,2.1320833333333336
Stainfield Beck - West Arm,2.1145833333333335
Soar from Source to Soar Brook,2.1120833333333335
MOLE ,2.1091666666666664
Alderbourne,2.0945833333333335
Ise - Lower,2.09375
Morlas Brook,2.0833333333333335
Teme - conf R Clun to conf R Onny,2.066666666666667
Frome - source to conf Tedstone Bk,2.03125
Lark (Hawstead to Abbey Gardens),2.0208333333333335
Bryan Mills Beck Source to Bryan Mills Farm,2.0
Alt US Bull Bridge,1.9845833333333334
Wissey - Lower,1.9791666666666665
Flit,1.96875
Rising Brook,1.9629166666666666
East Webburn River,1.9408333333333334
Sherburn Beck catchment (trib of Derwent),1.9270833333333333
Coral Minor,1.925
Loddon (Basingstoke to River Lyde confluence at Hartley Wespall),1.9166666666666667
Pymmes Brook upstream Salmon Brook confluence,1.9070833333333332
Randall Carr Brook,1.9041666666666668
RIBBLE,1.9029166666666668
Mun,1.8841666666666668
Fowey (Warleggan to St Neot),1.8833333333333335
Dore - source to conf R Monmow,1.875
Shrivenham Corallian,1.8541666666666667
Whittle,1.84375
Kyme Eau,1.8345833333333335
Dudgrove Brook,1.8333333333333333
Glaven,1.8125
River Itchen Chalk,1.8095833333333333
Blackwater (Yare),1.78125
Lysdon burn,1.78125
Onny - conf R E Onny to conf R Teme,1.7791666666666668
Pant,1.77
Drakelow Bk - source to conf R Stour,1.76625
Campton Brook (Hit),1.7083217592592586
Wey Navigation (Pyrford reach),1.7054166666666666
Merryhill Bk - source to conf Wom-Penn Bk,1.6908333333333332
Kempley Bk - source to conf R Leadon,1.6837499999999999
Upper River Otter,1.6812500000000001
Huntacott Water,1.6524999999999999
Penzance,1.6470833333333335
Bar Brook,1.6449999999999998
Uphill Great Rhyne - source to conf R Axe Estuary,1.6423611111022183
Tame from Source to Leven,1.6354166666569654
Marden Mill Stream,1.6183333333333334
Weaver (Marbury Brook to Barnett Brook),1.59875
Swindale Beck nr Dufton,1.5983333333333334
Holme Dub,1.5916666666666668
Wath Beck from Souce to Holbeck,1.5833333333333333
Thames Coastal South,1.5804166666666666
Silsden Beck from Source to River Aire,1.5729166666666667
Pakenham Stream,1.5729166666666667
Lambourn (Source to Newbury),1.5720833333333333
Fowle Brook,1.56375
Dour from Kearsney to Dover,1.5633333333333332
Knuston Brook,1.5616666666666665
Sabden Brook,1.5595833333333333
Causeley Brook from Source to River Trent,1.5566666666666666
Newbrough Burn Catchment (trib of South Tyne),1.5528819444589317
Raven Beck,1.5441666666666665
Whaddon Brook,1.5416666666666667
Wash Brook Catchment (trib of Soar),1.51875
Ravensthopre arm of Spratton Brook,1.5166666666666668
Ingoldmells Main Drain,1.49875
Hatchford-Kingshurst Brook from Source to R Cole,1.4925
Becton Bunny,1.4854166666666666
Dawlish Water,1.4733333333333334
Overton Dyke,1.4520833333333334
Culverted Gore Brook,1.4254166666666668
Bourn Brook from Source to R Rea,1.4254166666666666
Lune,1.4204166666666669
Rowley Bk - source to conf Rea Bk,1.4004166666666666
Clockhouse Stream,1.3990715332183754
Stour (Lamarsh - R. Brett),1.3854166666666667
Wingham and Little Stour,1.3812499999999999
Hood Brook Catchment (Trib of Derwent),1.3720833333333333
Sheffield and South Yorkshire Navigation (New Junction and Stainforth and Keadby,1.3716666666666666
The Birket,1.3683333333333334
Hartley Burn from Source to Black Burn,1.3559027777737356
N Tyne from Rede to Gunnerton Burn,1.34375
Liggard Brook,1.3266666666666667
Rattlesden River (d/s Gt. Finborough),1.3229166666666667
Hillylaid Pool - Main Dyke,1.32
Vicar Water from Source to Maun,1.3108333333333335
Tweed water body,1.3041666666666654
TEIGN,1.29375
Seaford and Eastbourne Chalk Block,1.29375
Devon South,1.2870833333333334
Stour (d/s R. Brett),1.2845833333333334
Foulness from Source to Black Beck (South),1.28125
Warping Drain Catchment (trib of Trent),1.2745833333333334
Checkley Brook via Hazeley Brook,1.2720833333333335
Hardwick Brook,1.2395833333333333
Chater - Upper,1.22625
Coney Gut,1.2133333333333332
Loughton Brook,1.1875
Thelsford Bk - source to conf R Avon,1.185
Thorpe Gill to Hordon Burn,1.1843865740740716
Trout Beck (Murton),1.1820833333333334
Otterington Beck catchment (trib of Wiske),1.1666666666666667
High Hunsley to Woodmansey Area,1.1458333333333333
Plants Brook Catchment (trib of Tame),1.13625
Hems - Lower,1.1345833333333333
Sookholme Brook Catchment (trib of Meden),1.1279166666666667
Prittle Brook,1.125
Ingol,1.125
Blithe from Source to Tad Brook,1.1183333333333334
Mawnbridge Drain,1.1145833333333335
Hip Burn to River Aln,1.1083333333333323
Linburn Beck from Source to Wear,1.099120370367018
Smite Bk - source to conf R Sowe,1.0979166666666667
Flit and Ivel Navigation d/s of Shefford,1.09375
Taw (River Yeo to Little Dart River),1.0791666666666666
Salfords Stream (Salfords to River Mole confluence),1.0729166666666667
Par River (Lower),1.0533333333333332
Pool River,1.0416666666666667
Caldew (Hesket Newmarket),1.0416666666666667
Cound Bk - conf unnamed trib to conf Condover Br,1.0408333333333333
Netherton Burn Catch (trib of Wreigh Burn),1.031249999992724
Slade Brook,1.0208217592592583
Pix Brook,1.0104166666666667
Slade,1.0
Shakerley Brook,0.99375
Loggerheads Bk - source to conf R Tern,0.9891666666666666
Wash Outer,0.9879166666666667
Torne from St Catherine's Well Stream to Mother Drain,0.9795833333333334
Running Waters-Steppingley,0.9779166666666667
Ouse US Brackley,0.96875
Beverley Brook (Motspur Park to Thames) and Pyl Brook at West Barnes,0.9520833333333333
Stratford Bk - source to conf R Worfe,0.9425
Sales Brook,0.915
Ketley Brook source to Ketley Flood Meadow,0.9129166666666666
Denton burn to river Tyne,0.906249999992724
Neasham Stell Catchment (trib of Tees),0.8958333333430346
Bain - Middle,0.8958333333333334
Whittle Brook (Mersey Estuary),0.8879166666666667
Tas (Tasburgh to R. Yare),0.8729166666666666
Eastwood Brook,0.8541666666666667
Harrop Brook,0.8529166666666667
Huntley-Tibberton Bk - source to conf Red Bk,0.8470833333333333
Shell Brook upstream of Ardingly Reservoir,0.83875
Tern - conf Loggerheads Bk to conf Bailey Bk,0.8354166666666667
Dorking North Downs Chalk,0.8333333333333334
Eglingham Burn from Source to Shipley Burn,0.8229166666860692
Ifield Brook,0.8229166666666666
TIDAL TORRIDGE ,0.81
Kislingbury Arm of Wootton Brook,0.805
Rolleston Bk Catchment (trib of Dove),0.8025000000000001
Chess,0.8020833333333334
River Tyne Estury,0.8020833332993789
Spa Beck Catchment (trib of Tees),0.7763078703646897
Aylesford Stream,0.77625
Cross Beck (river Tees),0.7708333333212067
Scotch Brook Catchment (trib of Trent),0.77
Whittle Brook (Irwell),0.7483333333333333
Avon (Warks) - conf R Sowe to conf R Leam,0.7479166666666667
Trent Bifurcation Pingley Dyke to Winthorpe,0.745
Ledburn Brook,0.7445833333333334
Tadburn Lake,0.7283333333333334
Portland Harbour,0.726475694704277
Chalgrove Brook,0.71875
Meece Brook from Chatcull Brook to R Sow,0.7170833333333334
ALN,0.7089930555594037
Sem,0.7083333337723161
Tiffey (u/s Wymondham STW),0.7083333333333334
Gypsey Race from Source to North Sea,0.7054166666666667
Blackhills Gill,0.6992939814814815
Hampshire Avon (Upper) d/s Nine Mile River confl,0.6930555555591127
Trusthorpe Pump Drain (upper end),0.6916666666666668
Dee Estuary,0.6833333333333332
Brancepeth Beck from Source to Wear,0.6770833333357587
Blackwater Drain (Wensum),0.6770833333333334
Long Nanny from Source to N Sea,0.6770833333284827
Crackington Stream,0.6708333333333334
Sharn Brook,0.6666666666666666
Ponteland to Dinnington Catchment Area,0.6666666666642413
Lupton (Farleton) Beck,0.6566666666666666
Aire & Calder Carb Limestone / Millstone Grit / Coal Measures. Water Body,0.65625
North Wey at Alton,0.65625
Culverted Watercourse to Rover Tees,0.6562499999854481
Lower Coly,0.6491666666666667
Trent from Moreton Brook to River Tame,0.6475
Foston Brook catchment (trib of Dove),0.6466666666666666
Vernatt's Drain,0.6458333333333334
STIFFKEY & GLAVEN,0.6445833333333334
Caerhays Stream,0.6404166666666666
Little Ouse River,0.6345833333333333
Bleng,0.6291666666666667
Tees water body,0.625000000007276
"Stort and Navigation, B Stortford to Harlow",0.6154166666666666
Ivel (US Henlow),0.6145833333333334
Swaffham - Bulbeck Lode,0.6041666666666666
Oxclose Burn to River Wear,0.5993055555798086
Marrs Beck from Source to Holbeck,0.59375
Christchurch Harbour,0.5888888888803194
Bradley Brook,0.5833333333333334
Blakedown Bk - source to conf R Stour,0.5829166666666666
Harvington Bk - source to conf R Avon,0.5795833333333333
Painswick Stream - source to confluence Stroudwater,0.5766666666666667
Horsley Str - source to conf Nailsworth Str,0.5354166666666667
Whiteparish Trib,0.53
Hatherley Bk - source to conf R Severn,0.52625
Sud Bk - source to conf R Severn,0.5216666666666667
Radford Bk - source to conf R Leam,0.5183333333333333
Robberby Water,0.5125000000000001
Canworthy Water,0.5116666666666666
Mimram (Whitwell to Codicote Bottom),0.5104166666666666
South Wey (River Slea confluence to Tilford),0.5083333333333333
Hambleton Beck/Ings Bk Catch (trib of Wharfe),0.5041666666666667
Shobrooke Lake,0.5008333333333334
Salary Brook,0.5
Keckwick Brook,0.5
Spencer Beck to River Tees,0.49999999999272404
Colne Brook,0.4895833333333333
Lee Brook,0.4895833333333333
Stainsby Beck Catchment (trib of Tidal Tees),0.4895833333284827
Dane (Cow Brook to Wheelock) ,0.4791666666666667
Stondon Brook,0.46875
Basingstoke Canal,0.46875
South Dike and Grayfleet Drain,0.4583333333333333
Ruskington Beck,0.4583333333333333
Horsebere Bk - source to conf R Severn,0.4495833333333333
Clipstone Brook,0.4479166666666667
Dean Burn,0.44625000000000004
Ranskill Brook Catchment (trib of Idle),0.43916666666666665
Tanners Brook (Holmewood to River Mole confluence at Brockham),0.4375
Lower Roding (Cripsey Bk to Loughton),0.41791666666666666
Ver,0.4166666666666667
Beck Dyke from Source to Car Dyke,0.41333333333333333
Normanby Beck to River Tees,0.40625000000727596
Wicken Water,0.40625
ALT,0.39999999999999997
Calenick Stream,0.3958333333333333
Pendle Water - Colne Water to Walverden Water,0.39041666666666663
Blackhills Gill to North Sea,0.38888888888888884
DART,0.3875
Tove (US Greens Norton),0.3854166666666667
Lyde,0.3854166666666667
Bentley Mill Stream,0.3854166666666667
Upper River Strat,0.38208333333333333
Evington Brook from Source to Willow Brook,0.3770833333333333
Gowthorpe Beck Catch (trib of Blackfoss Beck),0.375
tockport,0.36624999999999996
Downside Ditches and Bookham Brook,0.3645833333333333
Idle from Ryton to Trent,0.3491666666666667
Aller,0.3437499998981366
Penk -  Saredon Bk to Whiston Bk,0.33916666666666667
Dalch,0.32875
Granta,0.3229166666666667
Culverted watercourse to River Tyne,0.3069444444554392
Artle Beck,0.30416666666666664
Mardyke,0.3020833333333333
Catchwater Drain,0.3020833333333333
Lothersdale Beck from Source to Eastburn Beck,0.3020833333333333
Renhold Brook,0.29875
Keekle (upper),0.2833333333333333
Thames (Egham to Teddington),0.27999999999999997
Spadesbourne Bk - source to conf Battlefield Bk,0.27958333333333335
Middle Beck Catchment (trib of Devon),0.27499999999999997
Anderby Main Drain,0.26958333333333334
 Portbury Ditch - source to conf R Severn Estuary,0.26527777774754213
Ferring Rife,0.26375
Uppingham Brook,0.26333333333333336
Griffins Brook from Source to R Rea,0.25958333333333333
Teville Stream,0.25833333333333336
Wilson Brook,0.25708333333333333
Highfurlong Brook (to Cherwell),0.25
Cam (Audley End to Stapleford),0.22916666666666666
"Kennet and Avon Canal, Copse Lock to Reading",0.22916666666666666
Burn Vally Gardens,0.21875000001455192
Burstwick Drain from Source to Humber,0.20833333333333334
Tributary of Whilton Branch,0.20833333333333334
South Tyne from Cross Gill to Black Burn (Aleson),0.20833333333333334
Upper Lee Chalk,0.20833333333333334
Nadrid Water,0.20625
Glem - Upper,0.19791666666666666
West Lyn River,0.19583333333333336
Holden Beck,0.19166666666666665
Matford Brook,0.19083333333333333
Walsden Water from Source to River Calder,0.1875
Poole Harbour,0.1861111111138598
Bourne Bk - source to conf R Avon,0.18291666666666664
Pytchley Brook,0.17833333333333334
Ouzel DS Caldecote Mill,0.17708333333333334
Ice House Dene to North Sea,0.17638888888888887
Bourne-Bilson Brook Catchment (trib of Trent),0.1758333333333333
Middlebeck to River Tees,0.1666666666715173
Middlebeck River Tees,0.1666666666715173
South-West Chilterns Chalk,0.16666666666666666
Burwell Lode,0.16666666666666666
Cholsey Brook and tributaries,0.16666666666666666
Seaton Burn to North Sea,0.15625000000727596
Riccal from Bogmire Gill to R Rye,0.15625
Ea Beck from Source to Frickley Beck,0.15625
Ryebank Rife,0.13625
Crane,0.13541666666666666
Black Brook from Source to Grace Dieu Brook,0.13416666666666668
The Beck Catchment (trib of Trent),0.13208333333333333
Witham - headwaters to conf Cringle Bk,0.12708333333333333
Lyveden Brook,0.12625
Old House Gill,0.12500000000727596
Malton Arm of the Brampton Branch,0.125
Wid (Margaretting Hall - R. Can),0.125
Rodden Bk - source to conf R Frome,0.11508101851359243
Blakesley Brook,0.11458333333333334
Scorborough Beck,0.11458333333333333
Nar downstream of Abbey Farm,0.11458333333333333
Pickering Beck from Source to Costa Beck,0.10958333333333332
Yeading Brook,0.10416666666666667
Sands/Keyingham/Roos Dr from Source to Humber,0.10416666666666667
Lower River Strat,0.10416666666666667
Tees from Skerne to Tidal Limit ,0.09805555555794854
Lower Yeo (Creedy),0.09625
CAMEL,0.09625
Hoo Bk - source to conf R Stour,0.09250000000000001
Chipping Brook,0.09041666666666666
Fal / Helford,0.08750000000000001
Meese - Aqualate Mere tributaries,0.08666666666666667
Smestow Bk - Wom-Penn Bk to conf R Stour,0.08458333333333333
Hermitage Stream,0.08291666666666667
Biss Bk - source to conf unnamed trib,0.08194444450055016
Monkton and Minster Marshes,0.07708333333333334
"Grand Union Canal, Tring summit",0.07291666666666667
Hiz (through Hitchin),0.07291666666666667
Denton Burn River Tyne,0.0638888888888889
Colne (upper east arm including Mimshall Brook),0.06375
Holdenby Arm of Spratton Brook,0.0625
Lower River Allen (Fal),0.056249999999999994
Ledwyche Bk - conf Dogditch Bk to conf R Teme,0.05583333333333334
Cornwall North,0.05333333333333333
Stiffkey,0.05291666666666667
Northern Stream,0.052083333333333336
Irwell,0.05125
Bridgewater Canal,0.044583333333333336
Marron ,0.044583333333333336
Wom-Penn Bk - source to conf Smestow Bk,0.043333333333333335
Sand Beck,0.041666666666666664
Chinor Brook and Sydenham Brook,0.041666666666666664
Burn Valley Beck to North Sea,0.04166666666424135
Sowe - conf Breach Bk to conf Withy Bk,0.037083333333333336
Frome - source to Ebley Mill,0.034999999999999996
Biddick Burn to River Wear,0.034722222222222224
Portreath Stream,0.03333333333333333
Dene Beck Catchment (trib of Skerne),0.03125
Tenterden Sewer,0.030416666666666665
Poynton Brook,0.029166666666666664
Naden Brook,0.02791666666666667
Westbury Bk - source to conf Rea Bk,0.024999999999999998
Colne Water (Laneshaw),0.023749999999999997
Medway,0.023749999999999997
Slad Brook source to conf Stroudwater Canal,0.021666666666666667
Park Burn from Source to South Tyne,0.020833333335758653
Morcott Brook,0.020833333333333332
Clifton Bk - source to conf R Avon,0.02
Anton - Upper,0.01958333333333333
Hemington Brook Catchment (trib of the Soar),0.01875
Dean (Lamaload to Bollington),0.016666666666666666
Culverted Watercourse to North Sea,0.014131944444670808
Fallowfield Brook,0.01375
Yarrow US Big Lodge Water ,0.013333333333333334
Willow Burn Catchment (Trib of Tweed),0.013275462973979302
Denton Burn (River Tyne),0.012499999999999999
Foss from Source to Farlington Beck,0.010416666666666666
Roach,0.010416666666666666
Langstone Harbour,0.010416666666666666
Thurne,0.010416666666666666
Addington Brook,0.010416666666666666
Booth Dean Clough from Source to River Ryburn,0.010416666666666666
Hinton Stream,0.010416666666666666
Hudeshope Beck Catchment (trib of Tees),0.010416666664241347
Blackhills Gill xto North Sea,0.010416666664241347
Paxcroft Brook,0.008333333331393078
Mersey Estuary,0.007916666666666667
Irwell / Manchester Ship Canal (Irk to confluence with Upper Mersey),0.0075
Browney from Pan Burn to Smallhope Burn,0.0069560185220325366
Roeburn,0.005
Park Brook Catchment (trib of Trent),0.004166666666666667
Mark Yeo,0.002777777779556345
The Stell Culverted to North Sea,0.002777777777777778
Cocker (Lune),0.0008333333333333334
Kemp - source to conf R Clun,0.0
SUNO Millstone Grit and Carboniferous Limestone,0.0
Brun - conf Don to conf Calder,0.0
Ancholme from Source to Bishopbridge,0.0
Brunstock Beck,0.0
Small River Lee (and tributaries),0.0
Black Ditch (W Sussex),0.0
Aldbourne,0.0
Alconbury Brook,0.0
Bulbourne,0.0
Bure (u/s confluence with Scarrow Beck),0.0
Aire from Otterburn Beck to Eshton Beck,0.0
Holly Water,0.0
Houndalea Letch to River Lyne,0.0
Zelah Brook,0.0
 Bristol Channel Inner South,0.0
Cadnam River,0.0
River Medlock,0.0
Hughenden Stream,0.0
River Deer,0.0
Town Brook at Bicester,0.0
 Piddle (Upper),0.0
Tudeley Brook,0.0
Brit (Lower),0.0
Tributary of Till,0.0
Bolesbridge Water,0.0
Wye (High Wycombe fire station to Thames),0.0
Stanground Lode,0.0
Birk Lane Drain Catch (trib of Derwent),0.0
Tyne,0.0
Severn (E Channel) - Horsebere Bk to Severn Est,0.0
Stebbing Brook,0.0
Sheepham Bk,0.0
Sterridge,0.0
Beverley Brook (Motspur Park to Thames) and Pyl Brook at West Bar,0.0
Blyth (New Reach through Halesworth),0.0
